# Created by auto-kappa in a format similar to ALAMODE
# Input file   : ./mp-22862/cube/kappa_fd_17x17x17/NaCl.result
# Isotope      : ./mp-22862/cube/kappa_fd_17x17x17/NaCl.self_isotope
# Temperature  : 500 K
# kpoint range : 1 165
# mode   range : 1 6
ik,is,frequency[cm^-1],lifetime[ps],|velocity|[m/s],MFP[nm],multiplicity,kxx,kxy,kxz,kyx,kyy,kyz,kzx,kzy,kzz
42,4,1.7306900e+02,1.0589827e+00,5.7762205e+02,6.1169176e+02,24,7.3767287e-06,4.4218927e-17,4.4218686e-17,4.4218927e-17,7.3767287e-06,4.4219108e-17,4.4218686e-17,4.4219108e-17,7.3767287e-06
42,5,1.7432600e+02,1.0532439e+00,3.9231961e+02,4.1320823e+02,24,3.3834991e-06,1.6487086e-17,1.6487041e-17,1.6487086e-17,3.3834991e-06,1.6487041e-17,1.6487041e-17,1.6487041e-17,3.3834991e-06
42,6,2.1780700e+02,0.0000000e+00,1.6835292e+03,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
43,1,6.8320400e+01,1.2164917e+00,1.4606449e+03,1.7768624e+03,24,5.5137259e-05,8.4617178e-22,5.6411452e-22,8.4617178e-22,5.5137259e-05,-8.4617178e-22,5.6411452e-22,-8.4617178e-22,5.5137259e-05
43,2,8.6495900e+01,1.3414682e+00,2.8872969e+03,3.8732169e+03,24,2.3711960e-04,-4.9669061e-21,-4.9669061e-21,-4.9669061e-21,2.3711960e-04,4.9669061e-21,-4.9669061e-21,4.9669061e-21,2.3711960e-04
43,3,1.3540100e+02,1.1954704e+00,1.7440993e+03,2.0850190e+03,24,7.6531309e-05,-4.1187878e-22,-1.0983434e-21,-4.1187878e-22,7.6531309e-05,5.4917171e-22,-1.0983434e-21,5.4917171e-22,7.6531309e-05
43,4,1.6982800e+02,8.6389559e-01,1.0138965e+03,8.7590074e+02,24,1.8555285e-05,3.6099290e-17,3.6099339e-17,3.6099290e-17,1.8555285e-05,3.6099487e-17,3.6099339e-17,3.6099487e-17,1.8555285e-05
43,5,1.7312400e+02,8.1718593e-01,6.2171354e+02,5.0805556e+02,24,6.5945211e-06,5.1183216e-17,5.1183076e-17,5.1183216e-17,6.5945211e-06,5.1183122e-17,5.1183076e-17,5.1183122e-17,6.5945211e-06
43,6,2.1347400e+02,0.0000000e+00,1.2376832e+03,0.0000000e+00,24,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
44,1,7.7039100e+01,1.0127499e+00,1.4871118e+03,1.5060724e+03,24,4.7539725e-05,-1.4076740e-21,-9.3844936e-22,-1.4076740e-21,4.7539725e-05,1.1730617e-21,-9.3844936e-22,1.1730617e-21,4.7539725e-05
